user_id,recipe_id,date,rating,review
1316788,79222,2/12/2010,5,Fantastic! I used a little bit of cream since I like a thicker chowder. This was perfect though! A seafood party favorite!
1447190,79222,3/18/2010,5,"really good,I did make adjustments to my needs I used soymilk,and left out cayenne,I added 1 box container of chicken broth which I think was 32 oz? I also chopped the potatoes and onions to a mush in a food chopper so it was easier on my digestion and I served over jasmine rice."
1003295,79222,3/26/2010,5,"I might be slightly biased because I love crab in any and everything, but this was fantastic. I use cream instead of regular milk for a creamier chowder."
930021,79222,6/25/2010,5,"My favorite chowder ever. I may try it with other sea food in future. I wasn't sure about the amounts of garlic and nutmeg, but they blend in really well. I added a couple of dashes of cream."
241697,79222,7/10/2010,5,Really great recipe!! Although I did not have creamed corn..i added extra broth. It thickened up really nice!! Thank-You
980899,79222,10/18/2010,0,"I used half cream and half 1% milk, added another 1/2c cream at the end. Was without nutmeg. Added nearly a whole pkg of bacon and two 6 oz cans of crab. I will come back to rate this after I make it again using all the posted ingredients. Really yummy, I need to add the nutmeg and see what that does to the flavor."
158966,79222,10/20/2010,5,10/18/10 Update. I have to rave again about this recipe. I took the extra time to fry up some bacon and carmelize the onions in the renderings and still added the Old Bay and used the Cajun Seasoning in liu of the cayenne pepper. There were 5 people at the table but I expanded the recipe to feed 9.  I'm glad I did since nearly everyone had seconds. Even my super picky kid likes this!! ****************** 12/22/08: Absolutely fabulous!  This is  so easy to make and oh so satisfying.  I added a 1/2 teaspoon of Old Bay and used Cajun seasoning blend in place of the cayenne.  My nine year old son loved it.  Next time I will try adding some bacon like some of the other reviewers have done.  This is a keeper for sure!  Thanks ever so much for sharing.
827374,79222,11/29/2010,3,"We made this last night and really enjoyed it.  I just used canned crab meat and honestly, it didn't really seem to add much flavor to the soup. But really, this can easily just be a chunky potato soup and would be nice and tasty.  I added about 1/2 a cup of thinly sliced carrots and 1/2 a cup of peas which added some nice color, texture and flavor to things.  In addition to the listed seasonings, I used 5 Pepper Seasoning and a few dashes of Italian Seasoning to add some flavor.   Also used 12 oz. of crab and 4 c. of potatoes and added about 1/2 of a cup both broth and milk to compensate for the added volume.  Came out with a nice thickness and is a stick-to-your-ribs kinda meal."
1719774,79222,12/16/2010,5,"This was pretty good.  I could tell that my husband loved it.  Mine was spicy.  I think I added more cayenne and ground pepper than was necessary.  Also, I used pepper from a grinder instead of already ground.  I also used frozen corn instead of creamed, added more flour/cornstarch, and didn't have the nutmeg, so I didn't use it.  Thanks for the recipe."
49304,180132,2/13/2007,5,Delicious easy to make soup which we really enjoyed. Cut the recipe in half & made it just like the recipe stated. This worked really good for our low fat/ low carb diet. I will defintely be making this soup often. Thank you for posting the recipe.
152118,79222,1/2/2011,5,I enjoyed this recipe.  The only change I made was using frozen corn instead of creamed and vegetable stock instead of chicken broth.  I also added about 1/4 cup chopped shrimp since I had some in the fridge and a splash of half and half at the end.  A bit of salt as well. Yummy.
1781977,79222,1/15/2011,4,"Very good base with many options.  First time I added lump crab.  Today went straight vegetarian and sauteed tiny diced zucchini, carrots, sweet red pepper along with the listed veggies (onion, garlic, potato); very colorful and nutritious.  Both times I also added additional sweet frozen corn for a little crunch and sweetness.  Loved the nutmeg. Both times I made this chowder I used 1/2 and 1/2 instead of milk and also added 1-2 TBSP of  sherry at the very end.  Very nice combination of flavors and textures.  As stated a above, a good base with limitless combinations of broths/stocks, dairy/soy, seafoods, shredded chicken, etc."
1874846,79222,4/4/2011,0,"FABULOUS!<br/><br/>I could not afford any of the ingredients, so I just used what I had in my kitchen and that is the creamed corn. I warmed it up on medium heat for a few minutes and pretended that I was eating the Potato-Crab Chowder. UNBELIEVABLE! Thanks for this recipe."
1631574,79222,12/3/2012,5,This is an excellent recipe for crab chowder. I followed the recipe with only a few changes. I added 1/4 tsp cayenne pepper along with the black pepper. I also added about 1/4 cup of sherry at the end of cooking time. We loved it!
1802624639,79222,3/30/2014,5,"I like the nutmeg better than I expected. I did make a few changes. Added cayenne and used fresh crab meat (that I caught the day before). I also couldn&#039;t see making this without celery, so I added celery. One tip, cook this chowder a day in advance and let it set in the fridge overnight. Like most soups, stews and chowders, it&#039;s much better on day two."
1802697284,79222,11/16/2014,0,Awesome chowder! I used both canned and imitation crab. The second added a lot of flavor. I added Old Bay Seasoning as well. Truly yummy!
2002097693,79222,4/5/2018,0,Do you have cook the potatoes beforehand?
337963,87750,9/19/2006,4,"The pepper and allspice, along using bacon grease to grease the pan, made this a very flavorful cornbread.  We enjoyed it!"
226081,127155,6/29/2005,5,"this is my recipe from my website, www.finedinings.com"
185285,127155,8/11/2005,5,"This recipe contained ingredients I knew I liked, in a combonation I wasn't sure of. *Trust me*, if you typically enjoy the bleu cheese, basil & crab - THIS is a your appetizer.  DH, who is very finicky about 'weird' combos adored this dish.  Hint: If you love basil, resist being generous as it competes with the bleu cheese - and that is the base flavor.  I spinkled bleu cheese ontop before baking as well.  This is a great appetizer - thanks for sharing!!"
180087,127155,1/31/2006,5,"Great recipe.  We did use canned  crab, it was excellent.  Made the stuffing a day ahead.  We used med to small white mushroom, and found there was more stuffing than needed.  Crab around here is kind of $$$, so we will probably just make the bread crumb, bacon, & cheese stuffing next time, as we were just as satisfied with them.  Thanks for the recipe, the directions were very clear and it made for nice company appetizers."
240552,127155,3/3/2008,5,"What a wonderful delicious lunch! I made the filling and put it in a portabella.  I used my own bread crumbs, light cheese, Franks Red Hot sauce as I didn't have tobasco so used more, and imitation crab meat as that is what I had on hand.  I ate the whole thing and am quite full!! LOL!  Thanks for the great recipe!"
446143,127155,6/24/2008,5,"DH liked these a lot  Also used the filling in a large portabella cap.  I used an Italian cheese blend and added some mayo to the mixture, and melted some cheese on top too.  Skipped the egg and the wine, and used canned lump crabmeat.  Thanks!"
805572,127155,6/12/2010,5,"The best stuffed mushrooms ever..fresh crab is a must, yummy!!  I will definitely make again, thanks for the great recipe =-)"
1802811100,127155,6/9/2014,5,"These were a big hit at a recent party, and they went like hotcakes!  I didn&#039;t have fresh crab, but the canned crab worked.  They were still good, but I&#039;ll bet they&#039;ll be delicious with the fresh crab.  Either way, a big hit!"
263525,145160,11/17/2005,5,This was really great! It turned out to be really savory.  I made a few adjustments to the amout but it was delicious. Thanks!
58439,180132,6/9/2007,4,"GREAT hearty chicken soup"
628951,180132,11/13/2007,5,Very good and tasty especially when your craving soup on a low carb diet.
2854176,180132,6/7/2013,5,"The best chicken and vegetable I have made! It&#039;s easy, very yummy and low in calories. Thank you!"
101732,180705,11/5/2008,5,You're right...it's good!! The kids loved it! (So did I) I used lean ground turkey but otherwise followed the recipe as written. Thanks so much for postng! Made for My 3 Chef's '08.
52476,181765,8/15/2006,5,"We have been eating this bbq sauce for years!  Fortunately for me I live in Northern Alabama and have access to the restaurant that originated the white bbq sauce (Big Bob Gibson's). It's my understanding that this white sauce is indicative only to Northern Alabama. The only way I have ever seen it eaten or have eaten it myself is with ""smoked"" chicken (either poured over the chicken after its done or used as a dipping sauce).  The combination of the smoked chicken and the tartness of the sauce is heavenly! I make this often in the Summer months and encourage everyone to give it a try!!  "
37722,181765,3/12/2007,5,"This is excellent and the same recipe I've always used except that we increased the amt. of pepper slightly, and added a little sugar and salt to boot. Never tried the red pepper but will. I lived for 34 years in Huntsville, AL before moving to St. Louis, and our favorite place to have white BBQ sauce was the old Greenbrier restaurant on Hwy 20. There we douse grilled chicken with the sauce, but a major treat is their heavenly hushpuppies, to which we also add the white sauce. I grill skin-on, bone-in chicken breasts pre-seasoned only with seasoned salt and serve the white sauce on the side when serving. And Sally's right: the sauce tastes a whole lot better after chilling for a few days. Finally, don't buy commercially bottled white BBQ sauce; it's usually awful. Thanks, Sally!"
135470,181765,5/5/2008,1,I did not care for this at all. All I could taste was the vinegar.
296027,182985,5/19/2007,4,"Very nice,fresh summertime martini.  I will make this again tonight and update my response,leaving out the triple sec and Chambord as an alternative method for myself. I think I really like the taste of watermelon, so I felt the other two might have detracted from the flavor I was anticipating.  Triplesec and Chambord aren't my favorite flavors,so that part may just be me - others should make it as written and determine for themselves how they like it.  I LOVED the icy almost slushines I got from shaking the frozen watermelon too (DH helpd to be sure I was vigorous enough!!)....SOOO fabulous and PINK!!! ;)  Will be making again,in 2 weeks when my friend comes in town! Great recipe addition,Lazyme - thank you!!!"
82616,195132,11/16/2006,5,"Ok, I made this last night durng one of my baking spree moments. part of it is froze and the other is GONE!!! This is a wonderful cake, great taste. I made no changes. Thanks lorrie :)"
92816,195132,12/3/2006,5,This definately deserves 5 stars.I have made various Cherry Cakes and loaves over the years but this one is the best.I love the top on this.I didn't use any icing sugar but just the nice crispy top is so tasty.I also used baking cherries not maraschino.I'll be making this one every Christmas.Thanks for posting it.
593513,195132,11/19/2010,5,I did write a review for this cake but it seems to of disappeared along with my private notes. I just noticed it because I was going to make it again this weekend. Must of went into that land far far away !!!!!   I found these very moist and delicious cakes. I had made 3 mini bundt cakes and 3 mini loaf pans. They turned out so good. At the time I didn't have the almond extract so I had used vanilla paste. This is definitely a recipe worth more than 5 stars.
1651233,195132,11/14/2011,5,Made this cake this morning and it is so good! This recipe will definitely be a part of my Christmas line up. I made it in two loaf pans and they came out beautifully! I think next time I will replace the cherries with gumdrops and see how that goes. Thanks Lorrie!
9580,208980,2/5/2007,5,"I saw this on 30 Minute Meals too! This sandwich is amazing!  It is so good.  I omitted adding olive oil to the meatball mixture and the results were fine."
462571,208980,7/5/2007,5,"These were a snap to whip up and were fantastic! I grilled the meatballs on the BBQ, setting them in a grill pan. I served the subs open-faced rather than topping with the other half bun. These made even tastier leftovers!! Thanks for posting!"
376098,208980,8/1/2007,5,This was great! My husband said it tasted just like a chicken parm on a bun without me even telling him the name of the recipe!  We will make this again.
222139,208980,9/8/2007,5,I chose this recipe from Fall Pick A Chef.  Could not have picked out a better one.  Great lunch dinner meal.  Because I made so much I will be freezing the chicken for later use.  Thanks for posting this recipe for us to try.
674484,208980,9/15/2008,5,"Since this is one of my favorites subs, I decided to try making my own instead of going to the sub shop.  I REALLY LOVED this!  I put mine on the rolls, then added the cheese, put in the oven until cheese melted and the roll was toasted and crunchy.  What a great sandwich Jess!"
1251627,208980,6/23/2009,5,"This recipie was so great, the kids loved it. I've also made it with chicken breast on a whole wheat roll for a healthy family dinner."
456221,208980,2/20/2010,5,"This is a favorite here, too-- have made it several times.  This is also good served over pasta."
229619,208980,6/26/2011,5,I was flipping through one of Rachael Ray's cookbooks and this recipe caught my eye so I checked and sure enough it was already posted here. I did use ground turkey instead of chicken since that's what I had on hand.  It was a hit here and I'll definitely be making it again.
280271,219118,11/9/2008,4,This is so yummy. Quick to prepare and can simmer on the stove while you fix the rest of your dinner. It has a nice sweet taste that is not overpowering. Just right. We really enjoyed it. I served it with recipe #211485 and a baked potato. Thanks for posting. :)
305531,219118,12/17/2008,4,Really good carrots! There were a great side dish to go along with some grilled salmon and rice. Thanks carolinafan. Made for I Recommend Tag.
1320855,228530,7/12/2009,5,"I found this recipe by searching for healthy Indian foods. I was a bit skeptical of this recipe but I LOVED it. I was almost like candy, but for dinner and incredibly healthy. I used extra virgin olive oil instead of vegetable, used 1 1/3 cups canned pumpkin,  chicken broth because I didn't have vegetable, sweet curry powder instead of the regular spicy kind, and the first time I made it I accidentally used ground white pepper (which has a sort of white-wine taste) and it tasted so good I used it the second time. This is a definite new regular meal. Thanks so much for sharing, I absolutely love it, especially the pumpkin-onion combination (which I'd never thought of before). One thing for anyone else trying this: my parents and sister hated it, but they are not pumpkin fans like I am. I personally don't think it tastes SUPER pumpkin-y, but that's just me. Try it out and see how you like it. I was really surprised to find that I was the only one who liked it, because it tastes like heaven to me."
345569,228530,10/5/2009,5,"The last time I tried a bulgur / pumpkin combination, I was disappointed -- even though I like both ingredients -- so I was wary of trying this recipe.  But I am so glad I did, because it was wonderful!  I skipped the oil altogether and didn't miss it.  I also used a buttercup squash instead of pumpkin, and crushed bay leaves since that was all I had; and consomme instead of the vegetable broth.  The curry powder lent such a pretty color to the dish but the flavor wasn't at all overpowering.  Thanks for posting!"
278578,228530,10/3/2010,5,"This is great, my first time really cooking with pumpkin. I subbed quinoa for bulgur and let it cook dry for a few extra minutes before adding the water (I didn't have stock). I added just a little maple syrup because it just seemed to be asking for it. Would make this again, thanks!"
1660185,246902,1/30/2011,5,"Good flavor and my HS and MS kids ate it with no question! Probably better in the Summer sea on to have some great, fresh veggies with this.  Made mashed potatoes and green beans! Will do this easy, good recipe again!"
22174,342209,12/28/2008,4,I am changing my initial review because they got better overnight! At first they seemed a bit blah but I just had one and the sweetness and flavor have improved greatly. Other great thing is these were simple and I had everything on hand! Thank you!
437991,342209,5/25/2009,5,"What a nice change to the banana bread i used to make with too ripe bananas! The bananas were so sweet i  only used a little sugar and shredded cocnuts. Thank you for sharing, made for ZWT5"
423539,342209,6/2/2009,5,"These are lovely cookies not bland at all."
1183623,342209,10/28/2009,5,"so good!  i used applesauce in place of the butter/shortening and added extra vanilla instead of lemon juice, and 2 cups of oats just to thicken the batter up a little, and they turned out perfect.  i just wanted something different for lunch snacks and these seem to be a hit!"
495793,342209,12/21/2009,3,"These were just so-so.  I agree with another reviewer that they got better overnight.  I was looking for a use of ripe bananas (instead of my usual banana bread) and I thought these would be great.  They are missing something.  The texture is okay, but I think they need some cinnamon or a little brown sugar or molasses, they were just a bit bland.  I think these good be very good with some work on the ""seasoning"".  Thanks for posting."
444132,342209,2/17/2010,4,"These were wonderful cookies - I'm rating as a 4 instead of a 5, just because I think you need to make sure the batter is a little thicker, or they'll come out a thin and spread more than expected.  I love the flavour, and I did add 1/4 cup of cinnamon chips and the nuts used were walnuts.  I used butter, too, so next time I'll try shortening (or 1/2 and 1/2) and up the oats/flour if needed.  I think once you make these a couple of times and get the consistency down, they'd be the best thing in the cookie jar!  Made for Zaar Stars - thanks, iewe!!!"
669019,342209,5/19/2010,4,"They're like banana bread, in cookie form. I added nutmeg - they would also be good with cinnamon and brown sugar."
678366,342209,6/19/2010,5,We enjoyed these cookies and it was a great way to use the brown bananas. A little cinnamon is also a good addition. Made for ZWT6 and were decorated by DD.
522099,424415,5/21/2010,5,"I really didn't expect to like this rice as much as I did.  It smelled wonderful while it cooked and tasted good by itself.  But what really brought it to 5 stars is the way it supported and elevated the dahl and mushroom dishes I served it with.  A wonderful complement to any Indian dish.  And the leftovers would make a BANGIN' rice pudding. Made for Looney Spoons ZWT6"
171790,424415,5/22/2010,4,What a wonderful aroma while cooking. Dinner guests rated this from 3 stars(diner prefers plain rice) to 5 stars. I've averaged the ratings. Made for ZWT6.
491979,424415,5/24/2010,5,Perfect rice. We love Basmati RiceMade for ZWT 6  for Queens of Quisine
724516,424415,6/22/2010,5,"Well I got perfect rice also, I served this with recipe#392938#392938 and the two went very well together. I kind of crushed my cardamom a bit to let the flavour out, you could really taste the two spices. A very nice recipe. Thank you for posting. Made for ZWT#6 2010."
480195,424415,6/25/2010,5,The rice turned out perfectly and had good flavor. Thanks for sharing the recipe. Made for ZWT6.
852554,424415,8/23/2012,5,This was great rice and I loved that it was made in my rice cooker!  I subbed about half the water with coconut milk as I had some leftover from another recipe. Made for ZWT 8
422608,441096,2/26/2016,5,"I didn&#039;t follow the instructions exactly, but it came out awesome! Oh and my husband has no clue I put pumpkin in it. He can&#039;t wait to eat it again tonight!"
230860,442352,1/9/2011,5,"These were very good.  Maybe my sourdough loaf was small, but I got 4 sandwiches out of this using the stated amounts for each ingredient.  I really liked the crust on the outside of the bread and the kick from the red pepper.  I also really enjoyed the flavors of the turkey, muenster, avocado and cilantro together."
1232945,487707,10/8/2012,0,"Loved this salsa flavored meatloaf...tang is a nice touch, and so healthy:)"
27378,21531,3/8/2002,5,This is also known as noodle kugle. I love it. It is one of my favorites.
35555,21531,3/20/2002,1,"I found this pudding, extremely discusting.  It was way to rich for my taste buds, and it's texture was not one to my liking. Yuck!"
89210,33486,6/8/2003,4,This is pretty good !! I used frozen spinach :( probably won't do that again ! next time I'm considering sour creme and poppyseeds too
